cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
r09r1fv2,35871661d88f3aecb45964e609d17a987ecfd8bf,PMC,"Poverty, Global Health, and Infectious Disease: Lessons from Haiti and Rwanda",10.1016/j.idc.2011.05.004,PMC3168775,21896362,no-cc,"Poverty and infectious diseases interact in complex ways. Casting destitution as intractable, or epidemics that afflict the poor as accidental, erroneously exonerates us from responsibility for caring for those most in need. Adequately addressing communicable diseases requires a biosocial appreciation of the structural forces that shape disease patterns. Most health interventions in resource-poor settings could garner support based on cost/benefit ratios with appropriately lengthy time horizons to capture the return on health investments and an adequate accounting of externalities; however, such a calculus masks the suffering of inaction and risks eroding the most powerful incentive to act: redressing inequality.",2011-09-06,"Alsan, Marcella M.; Westerhaus, Michael; Herce, Michael; Nakashima, Koji; Farmer, Paul E.",Infect Dis Clin North Am,,,,document_parses/pdf_json/35871661d88f3aecb45964e609d17a987ecfd8bf.json,document_parses/pmc_json/PMC3168775.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3168775/,
te75jsd3,e00f18c8b764d9e0d3d78cda3dd4b6a078257be5,PMC,Forecasting incidence of hemorrhagic fever with renal syndrome in China using ARIMA model,10.1186/1471-2334-11-218,PMC3169483,21838933,cc-by,"BACKGROUND: China is a country that is most seriously affected by hemorrhagic fever with renal syndrome (HFRS) with 90% of HFRS cases reported globally. At present, HFRS is getting worse with increasing cases and natural foci in China. Therefore, there is an urgent need for monitoring and predicting HFRS incidence to make the control of HFRS more effective. In this study, we applied a stochastic autoregressive integrated moving average (ARIMA) model with the objective of monitoring and short-term forecasting HFRS incidence in China. METHODS: Chinese HFRS data from 1975 to 2008 were used to fit ARIMA model. Akaike Information Criterion (AIC) and Ljung-Box test were used to evaluate the constructed models. Subsequently, the fitted ARIMA model was applied to obtain the fitted HFRS incidence from 1978 to 2008 and contrast with corresponding observed values. To assess the validity of the proposed model, the mean absolute percentage error (MAPE) between the observed and fitted HFRS incidence (1978-2008) was calculated. Finally, the fitted ARIMA model was used to forecast the incidence of HFRS of the years 2009 to 2011. All analyses were performed using SAS9.1 with a significant level of p < 0.05. RESULTS: The goodness-of-fit test of the optimum ARIMA (0,3,1) model showed non-significant autocorrelations in the residuals of the model (Ljung-Box Q statistic = 5.95,P = 0.3113). The fitted values made by ARIMA (0,3,1) model for years 1978-2008 closely followed the observed values for the same years, with a mean absolute percentage error (MAPE) of 12.20%. The forecast values from 2009 to 2011 were 0.69, 0.86, and 1.21per 100,000 population, respectively. CONCLUSION: ARIMA models applied to historical HFRS incidence data are an important tool for HFRS surveillance in China. This study shows that accurate forecasting of the HFRS incidence is possible using an ARIMA model. If predicted values from this study are accurate, China can expect a rise in HFRS incidence.",2011-08-15,"Liu, Qiyong; Liu, Xiaodong; Jiang, Baofa; Yang, Weizhong",BMC Infect Dis,,,,document_parses/pdf_json/e00f18c8b764d9e0d3d78cda3dd4b6a078257be5.json,document_parses/pmc_json/PMC3169483.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3169483/,
1gd006zy,d36f86b21b3eb024c83ffa1d68b49663258d896f,PMC,Delivery Systems for Intradermal Vaccination,10.1007/82_2011_123,PMC3173582,21472533,no-cc,"Intradermal (ID) vaccination can offer improved immunity and simpler logistics of delivery, but its use in medicine is limited by the need for simple, reliable methods of ID delivery. ID injection by the Mantoux technique requires special training and may not reliably target skin, but is nonetheless used currently for BCG and rabies vaccination. Scarification using a bifurcated needle was extensively used for smallpox eradication, but provides variable and inefficient delivery into the skin. Recently, ID vaccination has been simplified by introduction of a simple-to-use hollow microneedle that has been approved for ID injection of influenza vaccine in Europe. Various designs of hollow microneedles have been studied preclinically and in humans. Vaccines can also be injected into skin using needle-free devices, such as jet injection, which is receiving renewed clinical attention for ID vaccination. Projectile delivery using powder and gold particles (i.e., gene gun) have also been used clinically for ID vaccination. Building off the scarification approach, a number of preclinical studies have examined solid microneedle patches for use with vaccine coated onto metal microneedles, encapsulated within dissolving microneedles or added topically to skin after microneedle pretreatment, as well as adapting tattoo guns for ID vaccination. Finally, technologies designed to increase skin permeability in combination with a vaccine patch have been studied through the use of skin abrasion, ultrasound, electroporation, chemical enhancers, and thermal ablation. The prospects for bringing ID vaccination into more widespread clinical practice are encouraging, given the large number of technologies for ID delivery under development.",2011-04-07,"Kim, Y. C.; Jarrahian, C.; Zehrung, D.; Mitragotri, S.; Prausnitz, M. R.",Intradermal Immunization,,,,document_parses/pdf_json/d36f86b21b3eb024c83ffa1d68b49663258d896f.json,document_parses/pmc_json/PMC3173582.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3173582/,
2btyqh0l,690ab99a21dca381b585a6a7d32f1e5c01f1e52c,PMC,Recurrent Recruitment Manoeuvres Improve Lung Mechanics and Minimize Lung Injury during Mechanical Ventilation of Healthy Mice,10.1371/journal.pone.0024527,PMC3174196,21935418,cc-by,"INTRODUCTION: Mechanical ventilation (MV) of mice is increasingly required in experimental studies, but the conditions that allow stable ventilation of mice over several hours have not yet been fully defined. In addition, most previous studies documented vital parameters and lung mechanics only incompletely. The aim of the present study was to establish experimental conditions that keep these parameters within their physiological range over a period of 6 h. For this purpose, we also examined the effects of frequent short recruitment manoeuvres (RM) in healthy mice. METHODS: Mice were ventilated at low tidal volume V(T) = 8 mL/kg or high tidal volume V(T) = 16 mL/kg and a positive end-expiratory pressure (PEEP) of 2 or 6 cmH(2)O. RM were performed every 5 min, 60 min or not at all. Lung mechanics were followed by the forced oscillation technique. Blood pressure (BP), electrocardiogram (ECG), heart frequency (HF), oxygen saturation and body temperature were monitored. Blood gases, neutrophil-recruitment, microvascular permeability and pro-inflammatory cytokines in bronchoalveolar lavage (BAL) and blood serum as well as histopathology of the lung were examined. RESULTS: MV with repetitive RM every 5 min resulted in stable respiratory mechanics. Ventilation without RM worsened lung mechanics due to alveolar collapse, leading to impaired gas exchange. HF and BP were affected by anaesthesia, but not by ventilation. Microvascular permeability was highest in atelectatic lungs, whereas neutrophil-recruitment and structural changes were strongest in lungs ventilated with high tidal volume. The cytokines IL-6 and KC, but neither TNF nor IP-10, were elevated in the BAL and serum of all ventilated mice and were reduced by recurrent RM. Lung mechanics, oxygenation and pulmonary inflammation were improved by increased PEEP. CONCLUSIONS: Recurrent RM maintain lung mechanics in their physiological range during low tidal volume ventilation of healthy mice by preventing atelectasis and reduce the development of pulmonary inflammation.",2011-09-15,"Reiss, Lucy Kathleen; Kowallik, Anke; Uhlig, Stefan",PLoS One,,,,document_parses/pdf_json/690ab99a21dca381b585a6a7d32f1e5c01f1e52c.json,document_parses/pmc_json/PMC3174196.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3174196/,
4gjo72hx,54b6c7145a0f7743409d5590780ef253152873dd,PMC,Virtual High-Throughput Screening Identifies Mycophenolic Acid as a Novel RNA Capping Inhibitor,10.1371/journal.pone.0024806,PMC3174198,21935470,cc-by,"The RNA guanylyltransferase (GTase) is involved in the synthesis of the (m7)Gppp-RNA cap structure found at the 5′ end of eukaryotic mRNAs. GTases are members of the covalent nucleotidyl transferase superfamily, which also includes DNA and RNA ligases. GTases catalyze a two-step reaction in which they initially utilize GTP as a substrate to form a covalent enzyme-GMP intermediate. The GMP moiety is then transferred to the diphosphate end of the RNA transcript in the second step of the reaction to form the Gppp-RNA structure. In the current study, we used a combination of virtual database screening, homology modeling, and biochemical assays to search for novel GTase inhibitors. Using this approach, we demonstrate that mycophenolic acid (MPA) can inhibit the GTase reaction by preventing the catalytic transfer of the GMP moiety onto an acceptor RNA. As such, MPA represents a novel type of inhibitor against RNA guanylyltransferases that inhibits the second step of the catalytic reaction. Moreover, we show that the addition of MPA to S. cerevisiae cells leads to a reduction of capped mRNAs. Finally, biochemical assays also demonstrate that MPA can inhibit DNA ligases through inhibition of the second step of the reaction. The biological implications of these findings for the MPA-mediated inhibition of members of the covalent nucleotidyl superfamily are discussed.",2011-09-15,"Tremblay-Létourneau, Maude; Despins, Simon; Bougie, Isabelle; Bisaillon, Martin",PLoS One,,,,document_parses/pdf_json/54b6c7145a0f7743409d5590780ef253152873dd.json,document_parses/pmc_json/PMC3174198.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3174198/,
gq1omz6u,8be183b59a7ccf2598c301d4c465f559d11ad80a,PMC,Long-term follow-up and treatment of congenital alveolar proteinosis,10.1186/1471-2431-11-72,PMC3175167,21849033,cc-by,"BACKGROUND: Clinical presentation, diagnosis, management and outcome of molecularly defined congenital pulmonary alveolar proteinosis (PAP) due to mutations in the GM-CSF receptor are not well known. CASE PRESENTATION: A 2 1/2 years old girl was diagnosed as having alveolar proteinosis. Whole lung lavages were performed with a new catheter balloon technique, feasible in small sized airways. Because of some interstitial inflammation in the lung biopsy and to further improve the condition, empirical therapy with systemic steroids and azathioprin, and inhaled and subcutaneous GMCSF, were used. Based on clinical measures, total protein and lipid recovered by whole lung lavages, all these treatments were without benefit. Conversely, severe respiratory viral infections and an invasive aspergillosis with aspergilloma formation occurred. Recently the novel homozygous stop mutation p.Ser25X of the GMCSF receptor alpha chain was identified in the patient. This mutation leads to a lack of functional GMCSF receptor and a reduced response to GMCSF stimulation of CD11b expression of mononuclear cells of the patient. Subsequently a very intense treatment with monthly lavages was initiated, resulting for the first time in complete resolution of partial respiratory insufficiency and a significant improvement of the overall somato-psychosocial condition of the child. CONCLUSIONS: The long term management from early childhood into young adolescence of severe alveolar proteinosis due to GMCSF receptor deficiency requires a dedicated specialized team to perform technically demanding whole lung lavages and cope with complications.",2011-08-17,"Griese, Matthias; Ripper, Jan; Sibbersen, Anke; Lohse, Pia; Lohse, Peter; Brasch, Frank; Schams, Andrea; Pamir, Asli; Schaub, Bianca; Muensterer, Oliver J; Schön, Carola; Glöckner-Pagel, Judith; Nicolai, Thomas; Reiter, Karl; Hector, Andreas",BMC Pediatr,,,,document_parses/pdf_json/8be183b59a7ccf2598c301d4c465f559d11ad80a.json,document_parses/pmc_json/PMC3175167.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3175167/,
3okytwd8,1918fa9f909caf84106181d8db5e48055934107e,PMC,Severe influenza cases in paediatric intensive care units in Germany during the pre-pandemic seasons 2005 to 2008,10.1186/1471-2334-11-233,PMC3175218,21880125,cc-by,"BACKGROUND: Data on complications in children with seasonal influenza virus infection are limited. We initiated a nation-wide three-year surveillance of children who were admitted to a paediatric intensive care unit (PICU) with severe seasonal influenza. METHODS: From October 2005 to July 2008, active surveillance was performed using an established reporting system for rare diseases (ESPED) including all paediatric hospitals in Germany. Cases to be reported were hospitalized children < 17 years of age with laboratory-confirmed influenza treated in a PICU or dying in hospital. RESULTS: Twenty severe influenza-associated cases were reported from 14 PICUs during three pre-pandemic influenza seasons (2005-2008). The median age of the patients (12 males/8 females) was 7.5 years (range 0.1-15 years). None had received vaccination against influenza. In 14 (70%) patients, the infection had been caused by influenza A and in five (25%) by influenza B; in one child (5%) the influenza type was not reported. Patients spent a median of 19 (IQR 12-38) days in the hospital and a median of 11 days (IQR 6-18 days) in the PICU; 10 (50%) needed mechanical ventilation. Most frequent diagnoses were influenza-associated pneumonia (60%), bronchitis/bronchiolitis (30%), encephalitis/encephalopathy (25%), secondary bacterial pneumonia (25%), and ARDS (25%). Eleven (55%) children had chronic underlying medical conditions, including 8 (40%) with chronic pulmonary diseases. Two influenza A- associated deaths were reported: i) an 8-year old boy with pneumococcal encephalopathy following influenza infection died from cerebral edema, ii) a 14-year-old boy with asthma bronchiale, cardiac malformation and Addison's disease died from cardiac and respiratory failure. For nine (45%) patients, possibly permanent sequelae were reported (3 neurological, 3 pulmonary, 3 other sequelae). CONCLUSIONS: Influenza-associated pneumonia and secondary bacterial infections are relevant complications of seasonal influenza in Germany. The incidence of severe influenza cases in PICUs was relatively low. This may be either due to the weak to moderate seasonal influenza activity during the years 2005 to 2008 or due to under-diagnosis of influenza by physicians. Fifty% of the observed severe cases might have been prevented by following the recommendations for vaccination of risk groups in Germany.",2011-08-31,"Streng, Andrea; Grote, Veit; Liese, Johannes G",BMC Infect Dis,,,,document_parses/pdf_json/1918fa9f909caf84106181d8db5e48055934107e.json,document_parses/pmc_json/PMC3175218.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3175218/,
e50a0suk,83887459f22713c83a03f6da122f49ce036d6bcd,PMC,Epidemiological and clinical characteristics of childhood pandemic 2009 H1N1 virus infection: an observational cohort study,10.1186/1471-2334-11-225,PMC3176209,21864391,cc-by,"BACKGROUND: There was a pandemic influenza around the world in 2009 including South Korea since last pandemic occurred four decades ago. We aimed to evaluate the epidemiological and clinical characteristics of this infection in childhood. METHODS: We evaluated the epidemiologic characteristics of all the subjects infected with the 2009 H1N1 influenza A virus (2,971 patients, ≤ 15 years of age), and the clinical and laboratory findings of the inpatients (217 patients, 80 had pneumonia) between 1 September 2009 and 31 January 2010 in a single hospital throughout the epidemic. RESULTS: The age distribution of all the subjects was relatively even. Over 90% of cases occurred during a two-month period. Two hundred and five patients (94.5%) received oseltamivir within 48 h of fever onset, and 97% of inpatients defervesced within 48 h of medication. The group with pneumonia included more males than females, and had higher leukocytes counts with lower lymphocyte differentials than the group without pneumonia. The white blood cell count and lymphocyte differential were associated with the severity of pneumonia. Corticosteroid treatment for severe pneumonia patients was highly effective in preventing disease progression. CONCLUSION: Children of all ages affected with even rates of infection, but males were predominant in pneumonia patients. Pneumonia patients showed lymphopenia and its severity was associated with the severity of illness. Our results suggest that the mechanism of lung injury in 2009 H1N1 virus infection may be associated with the host immune response.",2011-08-24,"Rhim, Jung-Woo; Lee, Kyung-Yil; Youn, You-Sook; Kang, Jin-Han; Kim, Ji-Chang",BMC Infect Dis,,,,document_parses/pdf_json/83887459f22713c83a03f6da122f49ce036d6bcd.json,document_parses/pmc_json/PMC3176209.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3176209/,
vl03ida1,d585c2dfbb6159fd5954e1ddc884e99ab3614847,PMC,Immunodetection of occult eosinophils in lung tissue biopsies may help predict survival in acute lung injury,10.1186/1465-9921-12-116,PMC3176486,21871108,cc-by,"BACKGROUND: Acute lung injury (ALI) is a serious respiratory disorder for which therapy is primarily supportive once infection is excluded. Surgical lung biopsy may rule out other diagnoses, but has not been generally useful for therapy decisions or prognosis in this setting. Importantly, tissue and peripheral blood eosinophilia, the hallmarks of steroid-responsive acute eosinophilic pneumonia, are not commonly linked with ALI. We hypothesized that occult eosinophilic pneumonia may explain better outcomes for some patients with ALI. METHODS: Immunohistochemistry using a novel monoclonal antibody recognizing eosinophil peroxidase (EPX-mAb) was used to assess intrapulmonary eosinophil accumulation/degranulation. Lung biopsies from ALI patients (n = 20) were identified following review of a pathology database; 45% of which (i.e., 9/20) displayed classical diffuse alveolar damage (ALI-DAD). Controls were obtained from uninvolved tissue in patients undergoing lobectomy for lung cancer (n = 10). Serial biopsy sections were stained with hematoxylin and eosin (H&E) and subjected to EPX-mAb immunohistochemistry. RESULTS: EPX-mAb immunohistochemistry provided a >40-fold increased sensitivity to detect eosinophils in the lung relative to H&E stained sections. This increased sensitivity led to the identification of higher numbers of eosinophils in ALI patients compared with controls; differences using H&E staining alone were not significant. Clinical assessments showed that lung infiltrating eosinophil numbers were higher in ALI patients that survived hospitalization compared with non-survivors. A similar conclusion was reached quantifying eosinophil degranulation in each biopsy. CONCLUSION: The enhanced sensitivity of EPX-mAb immunohistochemistry uniquely identified eosinophil accumulation/degranulation in patients with ALI relative to controls. More importantly, this method was a prognostic indicator of patient survival. These observations suggest that EPX-mAb immunohistochemistry may represent a diagnostic biomarker identifying a subset of ALI patients with improved clinical outcomes.",2011-08-26,"Willetts, Lian; Parker, Kimberly; Wesselius, Lewis J; Protheroe, Cheryl A; Jaben, Elizabeth; Graziano, P; Moqbel, Redwan; Leslie, Kevin O; Lee, Nancy A; Lee, James J",Respir Res,,,,document_parses/pdf_json/d585c2dfbb6159fd5954e1ddc884e99ab3614847.json,document_parses/pmc_json/PMC3176486.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3176486/,
wwucmzyy,64c3f2b400f5c75c6672de622b34de5332021a72,PMC,Overlapping signals for translational regulation and packaging of influenza A virus segment 2,10.1093/nar/gkr487,PMC3177217,21693560,cc-by-nc,"Influenza A virus segment 2 mRNA expresses three polypeptides: PB1, PB1-F2 and PB1-N40, from AUGs 1, 4 and 5 respectively. Two short open reading frames (sORFs) initiated by AUGs 2 and 3 are also present. To understand translational regulation in this system, we systematically mutated AUGs 1–4 and monitored polypeptide synthesis from plasmids and recombinant viruses. This identified sORF2 as a key regulatory element with opposing effects on PB1-F2 and PB1-N40 expression. We propose a model in which AUGs 1–4 are accessed by leaky ribosomal scanning, with sORF2 repressing synthesis of downstream PB1-F2. However, sORF2 also up-regulates PB1-N40 expression, most likely by a reinitiation mechanism that permits skipping of AUG4. Surprisingly, we also found that in contrast to plasmid-driven expression, viruses with improved AUG1 initiation contexts produced less PB1 in infected cells and replicated poorly, producing virions with elevated particle:PFU ratios. Analysis of the genome content of virus particles showed reduced packaging of the mutant segment 2 vRNAs. Overall, we conclude that segment 2 mRNA translation is regulated by a combination of leaky ribosomal scanning and reinitiation, and that the sequences surrounding the PB1 AUG codon are multifunctional, containing overlapping signals for translation initiation and for segment-specific packaging.",2011-06-21,"Wise, Helen M.; Barbezange, Cyril; Jagger, Brett W.; Dalton, Rosa M.; Gog, Julia R.; Curran, Martin D.; Taubenberger, Jeffery K.; Anderson, Emma C.; Digard, Paul",Nucleic Acids Res,,,,document_parses/pdf_json/64c3f2b400f5c75c6672de622b34de5332021a72.json,document_parses/pmc_json/PMC3177217.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3177217/,
h3owwjao,264e7bc2caec36fca2b89d1f21198b8abb4a2d3e,PMC,Leukocyte- and Platelet-Derived Microvesicle Interactions following In Vitro and In Vivo Activation of Toll-Like Receptor 4 by Lipopolysaccharide,10.1371/journal.pone.0025504,PMC3180459,21966536,cc-by,"BACKGROUND: Pro-coagulant membrane microvesicles (MV) derived from platelets and leukocytes are shed into the circulation following receptor-mediated activation, cell-cell interaction, and apoptosis. Platelets are sentinel markers of toll-like receptor 4 (TLR4) activation. Experiments were designed to evaluate the time course and mechanism of direct interactions between platelets and leukocytes following acute activation of TLR4 by bacterial lipopolysaccharide (LPS). METHODOLOGY/PRINCIPAL FINDINGS: Blood from age-matched male and female wild type (WT) and TLR4 gene deleted (dTLR4) mice was incubated with ultra-pure E. coli LPS (500 ng/ml) for up to one hour. At designated periods, leukocyte antigen positive platelets, platelet antigen positive leukocytes and cell-derived MV were quantified by flow cytometry. Numbers of platelet- or leukocyte-derived MV did not increase within one hour following in vitro exposure of blood to LPS. However, with LPS stimulation numbers of platelets staining positive for both platelet- and leukocyte-specific antigens increased in blood derived from WT but not dTLR4 mice. This effect was blocked by inhibition of TLR4 signaling mediated by My88 and TRIF. Seven days after a single intravenous injection of LPS (500 ng/mouse or 20 ng/gm body wt) to WT mice, none of the platelets stained for leukocyte antigen. However, granulocytes, monocytes and apoptotic bodies stained positive for platelet antigens. CONCLUSIONS/SIGNIFICANCE: Within one hour of exposure to LPS, leukocytes exchange surface antigens with platelets through TLR4 activation. In vivo, leukocyte expression of platelet antigen is retained after a single exposure to LPS following turn over of the platelet pool. Acute expression of leukocyte antigen on platelets within one hour of exposure to LPS and the sustained expression of platelet antigen on leukocytes following a single acute exposure to LPS in vivo explains, in part, associations of platelets and leukocytes in response to bacterial infection and changes in thrombotic propensity of the blood.",2011-09-26,"Xiong, Jing; Miller, Virginia M.; Hunter, Larry W.; Li, Yunman; Jayachandran, Muthuvel",PLoS One,,,,document_parses/pdf_json/264e7bc2caec36fca2b89d1f21198b8abb4a2d3e.json,document_parses/pmc_json/PMC3180459.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3180459/,
biqiti2k,f3cd160d6f257ff433386449d7b1d52f337a193f; 5965b0352b747be82fa65845b8b4b4a5413c081a,PMC,NKG2D contributes to efficient clearance of picornavirus from the acutely infected murine brain,10.1080/13550280802105002,PMC3181148,18569460,green-oa,"Activated murine cytotoxic T cells express the NKG2D natural cytotoxicity receptor. This receptor recognizes MHC class I-like molecules expressed on the surface of infected cells and serves to augment T cell-mediated cytotoxicity. The role of NKG2D-mediated augmentation in the clearance of central nervous system viral infections has not been explored. Using the Theiler's murine encephalomyelitis virus model we found that NKG2D-positive CD8+ cytotoxic T cells enter the brain, that NKG2D ligands are expressed in the brain during acute infection, and that interruption of NKG2D ligand recognition via treatment with a function blocking antibody attenuates the efficacy of viral clearance from the central nervous system.",2008-01-01,"Deb, Chandra; Howe, Charles L.",Journal of Neurovirology,,,,document_parses/pdf_json/f3cd160d6f257ff433386449d7b1d52f337a193f.json; document_parses/pdf_json/5965b0352b747be82fa65845b8b4b4a5413c081a.json,,http://europepmc.org/articles/pmc3181148?pdf=render,
pjdogrs4,579c99c1f830a59ff493ef9a08875f2e4ae2c405,PMC,Discovery and Genomic Characterization of a Novel Ovine Partetravirus and a New Genotype of Bovine Partetravirus,10.1371/journal.pone.0025619,PMC3181347,21980506,cc-by,"Partetravirus is a recently described group of animal parvoviruses which include the human partetravirus, bovine partetravirus and porcine partetravirus (previously known as human parvovirus 4, bovine hokovirus and porcine hokovirus respectively). In this report, we describe the discovery and genomic characterization of partetraviruses in bovine and ovine samples from China. These partetraviruses were detected by PCR in 1.8% of bovine liver samples, 66.7% of ovine liver samples and 71.4% of ovine spleen samples. One of the bovine partetraviruses detected in the present samples is phylogenetically distinct from previously reported bovine partetraviruses and likely represents a novel genotype. The ovine partetravirus is a novel partetravirus and phylogenetically most related to the bovine partetraviruses. The genome organization is conserved amongst these viruses, including the presence of a putative transmembrane protein encoded by an overlapping reading frame in ORF2. Results from the present study provide further support to the classification of partetraviruses as a separate genus in Parvovirinae.",2011-09-27,"Tse, Herman; Tsoi, Hoi-Wah; Teng, Jade L. L.; Chen, Xin-Chun; Liu, Haiying; Zhou, Boping; Zheng, Bo-Jian; Woo, Patrick C. Y.; Lau, Susanna K. P.; Yuen, Kwok-Yung",PLoS One,,,,document_parses/pdf_json/579c99c1f830a59ff493ef9a08875f2e4ae2c405.json,document_parses/pmc_json/PMC3181347.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3181347/,
31q7ftnd,4c9c0f9d91cb34e576d94d77525259cca0aaafa3,PMC,Reconstructing disease outbreaks from genetic data: a graph approach,10.1038/hdy.2010.78,PMC3183872,20551981,no-cc,"Epidemiology and public health planning will increasingly rely on the analysis of genetic sequence data. In particular, genetic data coupled with dates and locations of sampled isolates can be used to reconstruct the spatiotemporal dynamics of pathogens during outbreaks. Thus far, phylogenetic methods have been used to tackle this issue. Although these approaches have proved useful for informing on the spread of pathogens, they do not aim at directly reconstructing the underlying transmission tree. Instead, phylogenetic models infer most recent common ancestors between pairs of isolates, which can be inadequate for densely sampled recent outbreaks, where the sample includes ancestral and descendent isolates. In this paper, we introduce a novel method based on a graph approach to reconstruct transmission trees directly from genetic data. Using simulated data, we show that our approach can efficiently reconstruct genealogies of isolates in situations where classical phylogenetic approaches fail to do so. We then illustrate our method by analyzing data from the early stages of the swine-origin A/H1N1 influenza pandemic. Using 433 isolates sequenced at both the hemagglutinin and neuraminidase genes, we reconstruct the likely history of the worldwide spread of this new influenza strain. The presented methodology opens new perspectives for the analysis of genetic data in the context of disease outbreaks.",2010-06-16,"Jombart, T; Eggo, R M; Dodd, P J; Balloux, F",Heredity,,,,document_parses/pdf_json/4c9c0f9d91cb34e576d94d77525259cca0aaafa3.json,document_parses/pmc_json/PMC3183872.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3183872/,
d5d3y7jf,3edea664551396420ae233d6951c3a8a71c2870e,PMC,Human Bocavirus – Insights into a Newly Identified Respiratory Virus,10.3390/v1010003,PMC3185462,21994534,cc-by,"Human Bocavirus (HBoV) was discovered in 2005 using a molecular virus screening technique. It is often found in respiratory samples and is a likely cause for respiratory diseases in children. HBoV is distributed worldwide and has been found not only in respiratory samples, but also in feces, urine and serum. HBoV infections are mostly found in young children and coinfections with other respiratory viruses are often found, exacerbating the efforts to link HBoV to specific symptoms. The purpose of this review is to give an overview of recent HBoV research, highlighting some recent findings.",2009-04-21,"Lüsebrink, Jessica; Wittleben, Felix; Schildgen, Verena; Schildgen, Oliver",Viruses,,,,document_parses/pdf_json/3edea664551396420ae233d6951c3a8a71c2870e.json,document_parses/pmc_json/PMC3185462.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3185462/,
8oubjvvd,e1c4d9cdea7ddbf8cad8a101da840b3394c5303b,PMC,Plasmacytoid Dendritic Cells and the Control of Herpesvirus Infections,10.3390/v1030383,PMC3185500,21994554,cc-by,"Type-I interferons (IFN-I) are cytokines essential for vertebrate antiviral defense, including against herpesviruses. IFN-I have potent direct antiviral activities and also mediate a multiplicity of immunoregulatory functions, which can either promote or dampen antiviral adaptive immune responses. Plasmacytoid dendritic cells (pDCs) are the professional producers of IFN-I in response to many viruses, including all of the herpesviruses tested. There is strong evidence that pDCs could play a major role in the initial orchestration of both innate and adaptive antiviral immune responses. Depending on their activation pattern, pDC responses may be either protective or detrimental to the host. Here, we summarize and discuss current knowledge regarding pDC implication in the physiopathology of mouse and human herpesvirus infections, and we discuss how pDC functions could be manipulated in immunotherapeutic settings to promote health over disease.",2009-10-14,"Baranek, Thomas; Zucchini, Nicolas; Dalod, Marc",Viruses,,,,document_parses/pdf_json/e1c4d9cdea7ddbf8cad8a101da840b3394c5303b.json,document_parses/pmc_json/PMC3185500.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3185500/,
